model_id,features_or_formula,protocol,run_id,source_metrics,source_code,source_report,metric_aggregation,note,snapshot_commit,inventory_status,task_id,A4_mae,A4_rmse,A4_mean_target_r2,A6_mae,A6_rmse,A6_mean_target_r2,A8_mae,A8_rmse,A8_mean_target_r2,A10_mae,A10_rmse,A10_mean_target_r2,A12_mae,A12_rmse,A12_mean_target_r2,A14_mae,A14_rmse,A14_mean_target_r2,transfer_mae,transfer_rmse,transfer_mean_absolute_actual_shift,transfer_mean_absolute_transferred_shift_error,transfer_mean_actual_shift,transfer_mean_transferred_shift
shared_ilr_plus_scale,"Ridge(ilr(p), log10(S), selected ilr(p)*log10(S) terms)",A4/A5+A6/A7+A8/A9 adaptation; A10 held out; A12-A15 diagnostics,q1-track-c-reduced-interactions-20260924-r01,experiments/runs/q1-track-c-reduced-interactions-20260924-r01/metrics.json,scripts/q1_track_c_reduced_interactions.py,docs/decisions/q1-track-c-reduced-interactions-results.md,MAE=mean(abs(error)) and RMSE=sqrt(mean(error^2)) over all rows x 13 targets; R2=mean target-wise R2,Interaction order proposed from A6/A8 screening; exploratory,57fc793e9692b49a60c33c6d99ec10c17ffd5d76,SUPPLEMENTAL_DRAFT,T-Q1-003-MIXTURE,0.2802404342522321,0.393081698761033,0.7436552798452403,0.25138660234764126,0.33493541336389765,0.7847024649172275,0.23524616630237005,0.3195121647773367,0.6937706706750262,0.6181972596414034,0.7153540265674333,-17.945922562911235,0.8291424056033138,1.0366083124226455,-19.487745889391903,0.9270645386071412,1.2089623786084467,-33.51021731957778,,,,,,
scale_plus_top1_interactions,"Ridge(ilr(p), log10(S), selected ilr(p)*log10(S) terms)",A4/A5+A6/A7+A8/A9 adaptation; A10 held out; A12-A15 diagnostics,q1-track-c-reduced-interactions-20260924-r01,experiments/runs/q1-track-c-reduced-interactions-20260924-r01/metrics.json,scripts/q1_track_c_reduced_interactions.py,docs/decisions/q1-track-c-reduced-interactions-results.md,MAE=mean(abs(error)) and RMSE=sqrt(mean(error^2)) over all rows x 13 targets; R2=mean target-wise R2,Interaction order proposed from A6/A8 screening; exploratory,57fc793e9692b49a60c33c6d99ec10c17ffd5d76,SUPPLEMENTAL_DRAFT,T-Q1-003-MIXTURE,0.27999498738324563,0.39278726193103186,0.7438761725070125,0.2511989917296218,0.3347651796304575,0.7847979228711641,0.23369765846958535,0.3169231160521331,0.6971676607672043,0.6123177668745134,0.7033377272908418,-17.831696453618555,0.8214864768201112,1.0335384648076238,-19.406861294109113,0.9271306902406153,1.2071280166743978,-33.444618706566274,,,,,,
scale_plus_top3_interactions,"Ridge(ilr(p), log10(S), selected ilr(p)*log10(S) terms)",A4/A5+A6/A7+A8/A9 adaptation; A10 held out; A12-A15 diagnostics,q1-track-c-reduced-interactions-20260924-r01,experiments/runs/q1-track-c-reduced-interactions-20260924-r01/metrics.json,scripts/q1_track_c_reduced_interactions.py,docs/decisions/q1-track-c-reduced-interactions-results.md,MAE=mean(abs(error)) and RMSE=sqrt(mean(error^2)) over all rows x 13 targets; R2=mean target-wise R2,Interaction order proposed from A6/A8 screening; exploratory,57fc793e9692b49a60c33c6d99ec10c17ffd5d76,SUPPLEMENTAL_DRAFT,T-Q1-003-MIXTURE,0.27918901271044094,0.3915185969021111,0.7446023688548749,0.250179966620671,0.33288919745632317,0.7852530444957182,0.22526414426374938,0.30106247146928483,0.7157328448750457,0.5912414770523035,0.6770433857410534,-17.20074864368156,0.8159037440202463,1.0262365410164689,-19.35575839792009,0.9348098579867039,1.1992511948483262,-33.22368866365813,,,,,,
scale_plus_top5_interactions,"Ridge(ilr(p), log10(S), selected ilr(p)*log10(S) terms)",A4/A5+A6/A7+A8/A9 adaptation; A10 held out; A12-A15 diagnostics,q1-track-c-reduced-interactions-20260924-r01,experiments/runs/q1-track-c-reduced-interactions-20260924-r01/metrics.json,scripts/q1_track_c_reduced_interactions.py,docs/decisions/q1-track-c-reduced-interactions-results.md,MAE=mean(abs(error)) and RMSE=sqrt(mean(error^2)) over all rows x 13 targets; R2=mean target-wise R2,Interaction order proposed from A6/A8 screening; exploratory,57fc793e9692b49a60c33c6d99ec10c17ffd5d76,SUPPLEMENTAL_DRAFT,T-Q1-003-MIXTURE,0.27900725390813497,0.39127581701720276,0.7447948130463153,0.24995404616513445,0.33265442502033155,0.7852970778569397,0.22365143857687686,0.29827989534330407,0.7193613316891022,0.5915101016832884,0.6772247384621894,-17.22752517249115,0.8163958070780596,1.024905256734839,-19.321702217392534,0.9350106724883703,1.1982406251290698,-33.21448681720539,,,,,,
full_interaction,"Ridge(ilr(p), log10(S), selected ilr(p)*log10(S) terms)",A4/A5+A6/A7+A8/A9 adaptation; A10 held out; A12-A15 diagnostics,q1-track-c-reduced-interactions-20260924-r01,experiments/runs/q1-track-c-reduced-interactions-20260924-r01/metrics.json,scripts/q1_track_c_reduced_interactions.py,docs/decisions/q1-track-c-reduced-interactions-results.md,MAE=mean(abs(error)) and RMSE=sqrt(mean(error^2)) over all rows x 13 targets; R2=mean target-wise R2,Interaction order proposed from A6/A8 screening; exploratory,57fc793e9692b49a60c33c6d99ec10c17ffd5d76,SUPPLEMENTAL_DRAFT,T-Q1-003-MIXTURE,0.27578090373489533,0.38475119934000207,0.7504898034358365,0.2502669929751937,0.33118915703428076,0.7831277688198559,0.1935717809355214,0.25605950844048714,0.773040894975424,0.5558581420049706,0.6352339835019624,-18.673627309798594,0.7966977515958966,1.0127058699270113,-18.490343087521644,0.9504220236429652,1.2148574727829486,-33.21703179598091,,,,,,
baseline_shared_alpha_ridge,Scale/mixture/diversity baseline or quality-transfer block; shared or target-specific Ridge alpha,A4/A5+A6/A7+A8/A9 adaptation; A10 held out; A12-A15 diagnostics,q1-target-specific-scale-20260925-r01,experiments/runs/q1-target-specific-scale-20260925-r01/metrics.json,scripts/q1_target_specific_scale.py,docs/decisions/q1-target-specific-scale-results.md,MAE=mean(abs(error)) and RMSE=sqrt(mean(error^2)) over all rows x 13 targets; R2=mean target-wise R2,ROLE_CHANGE_EXPLORATORY; no variant dominates all scales,57fc793e9692b49a60c33c6d99ec10c17ffd5d76,SUPPLEMENTAL_DRAFT,T-Q1-003-MIXTURE,,,,,,,,,,0.3980706458533451,0.48093088381117505,-10.02874683031743,0.9339046287338085,1.170726384725668,-21.512469747589194,1.2815233809628235,1.6345468025801726,-55.39562483589542,,,,,,
baseline_target_specific_alpha_ridge,Scale/mixture/diversity baseline or quality-transfer block; shared or target-specific Ridge alpha,A4/A5+A6/A7+A8/A9 adaptation; A10 held out; A12-A15 diagnostics,q1-target-specific-scale-20260925-r01,experiments/runs/q1-target-specific-scale-20260925-r01/metrics.json,scripts/q1_target_specific_scale.py,docs/decisions/q1-target-specific-scale-results.md,MAE=mean(abs(error)) and RMSE=sqrt(mean(error^2)) over all rows x 13 targets; R2=mean target-wise R2,ROLE_CHANGE_EXPLORATORY; no variant dominates all scales,57fc793e9692b49a60c33c6d99ec10c17ffd5d76,SUPPLEMENTAL_DRAFT,T-Q1-003-MIXTURE,,,,,,,,,,0.4463676523961823,0.5478823353625194,-10.931588458387836,0.9221597223096777,1.1502032360821441,-21.682132644105625,1.1990115192892024,1.5547785494756325,-53.05572890719244,,,,,,
q_raw_coverage_shared_alpha_ridge,Scale/mixture/diversity baseline or quality-transfer block; shared or target-specific Ridge alpha,A4/A5+A6/A7+A8/A9 adaptation; A10 held out; A12-A15 diagnostics,q1-target-specific-scale-20260925-r01,experiments/runs/q1-target-specific-scale-20260925-r01/metrics.json,scripts/q1_target_specific_scale.py,docs/decisions/q1-target-specific-scale-results.md,MAE=mean(abs(error)) and RMSE=sqrt(mean(error^2)) over all rows x 13 targets; R2=mean target-wise R2,ROLE_CHANGE_EXPLORATORY; no variant dominates all scales,57fc793e9692b49a60c33c6d99ec10c17ffd5d76,SUPPLEMENTAL_DRAFT,T-Q1-003-MIXTURE,,,,,,,,,,0.38852153839209724,0.46814038905163263,-9.50220863656431,0.924986146654353,1.1612123538904122,-21.090439285326468,1.272711673429554,1.624828367072235,-54.64720113295722,,,,,,
q_raw_coverage_target_specific_alpha_ridge,Scale/mixture/diversity baseline or quality-transfer block; shared or target-specific Ridge alpha,A4/A5+A6/A7+A8/A9 adaptation; A10 held out; A12-A15 diagnostics,q1-target-specific-scale-20260925-r01,experiments/runs/q1-target-specific-scale-20260925-r01/metrics.json,scripts/q1_target_specific_scale.py,docs/decisions/q1-target-specific-scale-results.md,MAE=mean(abs(error)) and RMSE=sqrt(mean(error^2)) over all rows x 13 targets; R2=mean target-wise R2,ROLE_CHANGE_EXPLORATORY; no variant dominates all scales,57fc793e9692b49a60c33c6d99ec10c17ffd5d76,SUPPLEMENTAL_DRAFT,T-Q1-003-MIXTURE,,,,,,,,,,0.43719906740110015,0.5362237475416284,-10.401837309793063,0.9033050119709408,1.13684415283062,-21.038076014446816,1.1900632111608649,1.5451635176191227,-52.25317142413327,,,,,,
anchor_baseline,Scale/mixture/diversity baseline or quality-transfer block,A4/A5+A6/A7+A8/A9+A10/A11 adaptation; A12-A15 diagnostics,q1-midscale-anchor-20260925-r01,experiments/runs/q1-midscale-anchor-20260925-r01/metrics.json,scripts/q1_midscale_anchor.py,docs/decisions/q1-midscale-anchor-results.md,MAE=mean(abs(error)) and RMSE=sqrt(mean(error^2)) over all rows x 13 targets; R2=mean target-wise R2,A10 no longer a holdout; not comparable with A10-held-out protocol,57fc793e9692b49a60c33c6d99ec10c17ffd5d76,SUPPLEMENTAL_DRAFT,T-Q1-003-MIXTURE,,,,,,,,,,,,,0.6623913734937044,0.7842345914630181,-8.277382750421731,1.371247334399876,1.4994238673823557,-48.23178406672418,,,,,,
anchor_q_raw_coverage,Scale/mixture/diversity baseline or quality-transfer block,A4/A5+A6/A7+A8/A9+A10/A11 adaptation; A12-A15 diagnostics,q1-midscale-anchor-20260925-r01,experiments/runs/q1-midscale-anchor-20260925-r01/metrics.json,scripts/q1_midscale_anchor.py,docs/decisions/q1-midscale-anchor-results.md,MAE=mean(abs(error)) and RMSE=sqrt(mean(error^2)) over all rows x 13 targets; R2=mean target-wise R2,A10 no longer a holdout; not comparable with A10-held-out protocol,57fc793e9692b49a60c33c6d99ec10c17ffd5d76,SUPPLEMENTAL_DRAFT,T-Q1-003-MIXTURE,,,,,,,,,,,,,0.6465033720933879,0.7706257437383616,-8.007116727205641,1.324198219622921,1.4540851251662603,-45.19639144046087,,,,,,
paired_interval_log_scale_transfer,Delta_L_10B_to_70B = mean(Delta_L_1M_to_60M) * log10(7)/log10(60),A6/A8 paired calibration; A12/A14 paired scenario diagnostic,q1-scale-shift-transfer-20260925-r01,experiments/runs/q1-scale-shift-transfer-20260925-r01/metrics.json,scripts/q1_scale_shift_transfer.py,docs/decisions/q1-scale-shift-transfer-results.md,MAE=mean(abs(error)) and RMSE=sqrt(mean(error^2)) over all rows x 13 targets; R2=mean target-wise R2,"Diagnostic of changes, not absolute Loss model; all targets overestimate far-interval drop",57fc793e9692b49a60c33c6d99ec10c17ffd5d76,SUPPLEMENTAL_DRAFT,T-Q1-003-MIXTURE,,,,,,,,,,,,,,,,,,,0.31068018473818965,0.36392537370621947,0.38291306471306474,0.31068018473818965,0.38291306471306474,0.6935919500146148
finite_reallocation_effects,Predicted L_j(p+0.01*e_to-0.01*e_from)-L_j(p); 300 row bootstraps,Frozen ilr-Ridge and quadratic Ridge; A4/A6 effect summaries,q1-effect-stability-20260924-r01,experiments/runs/q1-effect-stability-20260924-r01/metrics.json,scripts/q1_effect_stability.py,docs/decisions/q1-effect-stability-results.md,MAE=mean(abs(error)) and RMSE=sqrt(mean(error^2)) over all rows x 13 targets; R2=mean target-wise R2,"Direction agreement across targets: A4 0.714, A6 0.690 (report-rounded); model association, not causal effect",57fc793e9692b49a60c33c6d99ec10c17ffd5d76,SUPPLEMENTAL_DRAFT,T-Q1-003-MIXTURE,,,,,,,,,,,,,,,,,,,,,,,,
